id,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,out_prncp,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,last_credit_pull_d
389847,63,0,10,0,1483,0.042,24,0,21143.28308,3118.68,20000,1143.28,0,0,0,01-10-2009,7691.47,01-11-2009
389857,0,0,6,0,859,0.107,6,0,3440.803945,3297.44,3000,440.8,0,0,0,01-04-2012,19.96,01-04-2012
389885,37,0,19,0,6070,0.88,36,0,13817.62888,5423.42,10000,3817.63,0,0,0,01-01-2013,1016.32,01-02-2013
389918,0,0,8,0,8316,0.526,9,0,12131.41655,5609.3,10000,2131.42,0,0,0,01-08-2011,2932.84,01-08-2011
389965,50,0,10,0,16353,0.319,22,0,14275.4257,14067.24,12000,2275.43,0,0,0,01-03-2012,3098.83,01-05-2015
390015,0,0,4,0,6191,0.72,7,0,2442.385673,2366.21,2000,442.39,0,0,0,01-04-2012,82.4,01-04-2012
390018,0,0,11,0,8823,0.074,19,0,18486.30327,17332.56,16000,2486.3,0,0,0,01-04-2012,542.41,01-04-2012
390021,37,0,16,0,19434,0.432,21,0,8713.878369,8041.53,7199.99,1513.88,0,0,0,01-04-2012,243.8,01-04-2012
390038,0,0,12,0,42813,0,28,0,5717.29,5181.85,4326.42,1390.87,0,0,0,01-12-2010,301.2,01-05-2016
390078,0,0,12,0,14417,0.829,26,0,7371.844231,7341.13,6000,1371.84,0,0,0,01-01-2012,1974.29,01-05-2016
390091,0,0,12,0,46392,0.811,26,0,19539.31893,8881.49,15999.99,3539.33,0,0,0,01-04-2012,548.39,01-05-2016
390098,21,0,12,0,1953,0.574,24,0,5815.747393,3309.5,5500,315.75,0,0,0,01-12-2009,2371.53,01-08-2011
390124,0,0,11,0,42518,0.689,32,0,6047.2,5921.22,6000,47.2,0,0,0,01-05-2009,6047.74,01-05-2009
390139,0,0,14,0,14650,0.245,25,0,6885.789918,6570.19,6000,885.79,0,0,0,01-12-2011,967.01,01-12-2011
390144,0,0,12,0,70432,0.893,24,0,6023.84411,5368.85,4999.99,1023.85,0,0,0,01-04-2012,175.12,01-04-2012
390155,0,0,17,0,3606,0.045,35,0,23986.66753,17716.94,20000,3986.67,0,0,0,01-04-2012,687.02,01-08-2012
390159,53,0,21,0,82153,0.881,45,0,9300.301676,8034.12,7500,1800.31,0,0,0,01-10-2011,1761.53,01-08-2011
390162,32,0,4,0,457,0.18,13,0,1602.012682,1548.61,1500,102.01,0,0,0,01-10-2009,1345.76,01-10-2009
390169,0,0,9,0,11131,0.577,10,0,1527.14,317.61,766.42,411.74,0,348.98,3.48,01-08-2009,294.88,01-02-2010
390172,42,0,8,0,15341,0.402,41,0,1124.22,134.64,672.87,436.35,14.99522749,0,0,01-01-2010,125,01-05-2016
390193,0,0,5,0,700,0.146,25,0,11053.65273,10422.83,9500,1553.66,0,0,0,01-05-2011,3570.81,01-05-2016
390205,76,90,3,1,1813,0.271,15,0,10941.41295,10073.74,8999.99,1941.42,0,0,0,01-04-2012,318.49,01-09-2014
390228,62,0,15,0,28767,0.749,35,0,8792.665851,7519.02,7200,1592.67,0,0,0,01-04-2012,257.57,01-05-2016
390255,8,92,6,1,0,0,13,0,4556.64,886.15,4500,56.64,0,0,0,01-05-2009,4556.77,01-04-2016
390261,0,0,9,0,13575,0.738,13,0,4607.96,1194.06,3267.98,1339.98,0,0,0,01-06-2010,329.46,01-05-2016
390268,0,0,9,0,9631,0.747,25,0,10258.1811,9403.5,8400,1858.18,0,0,0,01-04-2012,301.44,01-04-2016
390322,0,0,5,0,5,0.002,10,0,29300.00544,14634.36,23999.99,5300.01,0,0,0,01-03-2012,1628.4,01-03-2012
390347,0,0,8,0,15166,0.948,13,0,18457.95417,10480.58,15000,3406.84,51.1200001,0,0,01-05-2012,14.22,01-05-2012
390363,0,89,9,1,0,0,14,0,1772.293137,1689.22,1600,172.29,0,0,0,01-02-2010,1280.6,01-05-2016
390382,0,0,10,0,6711,0.533,14,0,11814.23288,10830.29,9999.99,1814.24,0,0,0,01-06-2011,3498.21,01-07-2015
390401,0,0,6,0,4850,0.539,11,0,3116.58,133.12,2017.54,877.81,20.67926845,200.55,70.18,01-11-2009,848.06,01-05-2016
390440,0,0,10,0,41491,0.609,21,0,18965.73569,11135.11,16000,2965.74,0,0,0,01-01-2012,2600.38,01-01-2015
390492,0,0,9,0,7494,0.949,19,0,8587.008459,4000.59,7000,1587.01,0,0,0,01-04-2012,240.05,01-08-2014
390501,0,0,8,0,11667,0.331,24,0,6039.65,1043.73,2266.21,1113.11,0,2660.33,520.0782,01-09-2009,676.02,01-02-2010
390502,11,0,4,0,3048,0.339,18,0,6105.992324,5517.75,4999.99,1106,0,0,0,01-04-2012,176.44,01-03-2015
390508,0,0,22,0,49542,0.546,55,0,18235.76031,10622.39,15000,3235.76,0,0,0,01-04-2012,515,01-04-2012
390511,0,0,9,0,12255,0.242,21,0,11417.67015,10594.58,10000,1417.67,0,0,0,01-11-2011,566.39,01-11-2011
390532,79,0,7,0,0,0,15,0,2295.249416,2295.25,2000,295.25,0,0,0,01-12-2011,321.18,01-02-2016
390554,27,0,5,0,4233,0.46,7,0,3444.98,3070.25,2490.05,925,29.9249651,0,0,01-01-2011,171.92,01-05-2016
390572,0,0,6,0,8038,0.515,8,0,5914.731061,5914.73,4800,1114.73,0,0,0,01-07-2012,176.8,01-04-2016
390651,0,0,9,0,79821,0.371,14,0,9200.608887,8826.83,8000,1200.61,0,0,0,01-04-2012,294.71,01-07-2015
390660,0,0,12,0,22828,0.214,30,0,22592.29931,4546.7,20000,2592.3,0,0,0,01-08-2010,12654.01,01-05-2013
390669,43,0,8,0,7629,0.253,21,0,24187.03072,7708.45,20000,4187.04,0,0,0,01-12-2011,563.55,01-12-2011
390671,0,0,7,0,3199,0.074,23,0,4491.414866,4266.84,4000,491.41,0,0,0,01-04-2012,149.83,01-05-2015
390720,0,0,9,0,30215,0.496,17,0,28726.8,10796.94,7313.7,2718.78,0,18694.32,6543.04,01-04-2010,836.66,01-05-2016
390743,0,0,5,0,445,0.89,7,0,5718.573393,5718.57,5000,718.57,0,0,0,01-07-2010,3335.86,01-07-2010
390765,0,0,7,0,1858,0.127,11,0,10513.05693,9882.28,10000,513.06,0,0,0,01-02-2010,2012.81,01-03-2010
390774,33,0,8,0,7805,0.419,17,0,15126.74697,8588.68,12000,3126.75,0,0,0,01-04-2012,435.15,01-04-2012
390849,0,0,11,0,2300,0.113,21,0,13864.67593,13146.62,11999.99,1864.68,0,0,0,01-04-2012,408.32,01-04-2012
390861,0,0,12,0,39311,0.858,25,0,15485.67954,9095.29,12800,2685.68,0,0,0,01-08-2011,12.82,01-05-2016
390865,0,0,11,0,2094,0.077,28,0,6860.600495,6613.62,6250,610.6,0,0,0,01-10-2011,44.23,01-10-2011
390897,29,104,6,1,3996,0.975,27,0,1763.85,1048.8,1114.62,649.23,0,0,0,01-09-2009,353.14,01-05-2016
390985,30,0,6,0,25972,0.896,13,0,6123.934089,6006.17,5200,923.93,0,0,0,01-05-2012,187.23,01-04-2012
391013,0,0,6,0,5918,0.986,17,0,8856.02,3034.48,5211.82,3204.24,0,439.96,4.5,01-12-2010,660.56,01-06-2011
391020,59,0,9,0,9144,0.255,25,0,8582.073122,8462.88,7200,1382.07,0,0,0,01-01-2012,977.7,01-02-2012
391046,0,0,6,0,4965,0.534,9,0,6174.610214,6071.7,6000,174.61,0,0,0,01-07-2009,5779.26,01-07-2009
391056,0,0,10,0,3462,0.216,39,0,12004.84842,6437.73,9999.99,2004.85,0,0,0,01-09-2011,2593.25,01-04-2016
391075,0,0,9,0,3335,0.451,13,0,2092.11,1715.52,1302.11,790,0,0,0,01-07-2010,196.66,01-05-2016
391078,39,0,3,0,297,0.058,8,0,7195.999233,7076.07,6000,1196,0,0,0,01-04-2012,216.07,01-12-2015
391087,33,0,13,0,7160,0.623,23,0,6884.807395,6206.71,6000,884.81,0,0,0,01-06-2010,9.61,01-05-2015
391113,46,0,7,0,6214,0.208,13,0,14829.29686,5184.47,12800,2029.3,0,0,0,01-02-2011,3691.06,01-05-2016
391128,0,0,11,0,11860,0.451,44,0,19245.50782,2499.04,16750,2495.51,0,0,0,01-11-2010,9718.89,01-03-2016
391135,63,0,5,0,693,0.231,9,0,6133.56509,6102.9,5000,1133.57,0,0,0,01-04-2012,179.23,01-05-2016
391152,58,0,11,0,34008,0.983,34,0,4752.535687,4752.54,4000,752.54,0,0,0,01-01-2011,6.51,01-07-2015
391173,0,0,19,0,7810,0.375,22,0,14919.79475,7456.25,12000,2919.79,0,0,0,01-04-2012,424.25,01-04-2012
391175,26,118,8,1,15127,0.456,12,0,14722.43637,5919.65,12000,2662.44,59.99999987,0,0,01-05-2012,519.57,01-05-2016
391203,8,0,11,0,7491,0.713,23,0,11670.87525,7189.66,9599.99,2070.88,0,0,0,01-04-2012,327.56,01-04-2012
391230,0,0,9,0,43620,0.929,12,0,24662.21368,13267.66,19650,5012.21,0,0,0,01-04-2012,700.93,01-04-2012
391247,17,0,10,0,24769,0.901,28,0,14329.47122,4941.85,12800,1529.47,0,0,0,01-03-2010,9909.62,01-03-2010
391306,0,0,10,0,4409,0.124,22,0,7978.921979,7452.94,7100,878.92,0,0,0,01-10-2011,1540.24,01-02-2016
391319,15,0,8,0,46268,0.929,21,0,1251.52,330.84,836.35,415.17,0,0,0,01-08-2009,313.2,01-04-2016
391348,0,0,11,0,12663,0.344,21,0,13408.92688,7182.29,12500,908.93,0,0,0,01-12-2009,10512.08,01-12-2009
391358,0,0,7,0,10891,0.269,17,0,8959.727493,8399.74,8000,959.73,0,0,0,01-05-2013,270.06,01-02-2016
391438,0,0,8,0,4071,0.783,9,0,4871.369504,4840.96,4000,871.37,0,0,0,01-03-2011,1807.23,01-01-2016
391439,7,0,25,0,15214,0.687,39,0,19204.19308,19204.19,15000,4204.19,0,0,0,01-03-2013,568.31,01-03-2014
391445,0,0,9,0,12683,0.181,15,0,23553.76841,17199.62,19999.99,3553.78,0,0,0,01-05-2012,693.62,01-05-2012
391479,70,0,10,0,9649,0.505,14,0,10434.58,5273.58,7044.23,2571.13,34.21361347,785,242.1318,01-05-2011,795.27,01-10-2011
391509,82,0,21,0,22739,0.595,31,0,25437.54556,21148.85,20000,5437.55,0,0,0,01-08-2012,737.25,01-04-2016
391525,0,0,8,0,3473,0.107,18,0,5083.926878,5083.93,4800,283.93,0,0,0,01-02-2010,3733.26,01-05-2016
391560,14,0,14,0,7350,0.138,30,0,11815.38103,8907.63,10000,1815.38,0,0,0,01-05-2011,948.2,01-05-2011
391569,49,0,12,0,19367,0.499,31,0,24866.39175,10285.37,20000,4866.39,0,0,0,01-04-2012,694.02,01-03-2014
391570,0,0,9,0,13376,0.339,19,0,13715.96176,5306.43,12000,1715.97,0,0,0,01-10-2010,9.94,01-10-2010
391591,11,0,17,0,0,0,41,0,13248.55,3782.34,4426.09,1650.23,0,7172.23,2510.022,01-08-2010,379.94,01-04-2016
391603,0,0,8,0,18116,0.407,18,0,15597.7734,15159.79,13500,2097.77,0,0,0,01-05-2012,468.43,01-05-2012
391605,0,0,6,0,1674,0.088,20,0,5951.125782,5931.11,5300,651.13,0,0,0,01-04-2012,195.51,01-09-2012
391632,23,0,6,0,10926,0.724,15,0,1563.574057,1537.51,1500,63.57,0,0,0,01-08-2009,1412.59,01-08-2009
391635,70,0,9,0,3805,0.488,12,0,6565.631402,5580.91,5600,965.63,0,0,0,01-10-2010,3296.34,01-05-2014
391645,66,0,9,0,9484,0.839,29,0,11993.33205,11382.1,10000,1993.33,0,0,0,01-04-2012,347.42,01-03-2014
391659,0,0,12,0,9753,0.959,12,0,5170.933299,5140.15,4200,970.93,0,0,0,01-01-2011,2171.41,01-02-2016
391704,16,0,6,0,752,0.025,8,0,7691.54,3766.11,5368.87,2021.21,0,301.46,3.05,01-10-2010,410.75,01-03-2011
391748,75,0,5,0,24759,0.971,13,0,17186.73423,17150.93,12000,5186.73,0,0,0,01-08-2014,4272.1,01-11-2014
391751,20,0,7,0,555,0.039,12,0,4762.67445,4638.9,4000,717.67,45,0,0,01-10-2011,148.82,01-11-2015
391767,6,0,13,0,4485,0.258,23,0,1059.22,380.93,413.62,242.22,0,403.38,4,01-07-2009,328.14,01-11-2009
391804,35,0,17,0,29576,0.411,48,0,9488.111194,9177.68,8250,1238.11,0,0,0,01-04-2012,299.8,01-04-2012
391825,52,0,7,0,1840,0.267,13,0,15760.39739,4102.88,14000,1760.4,0,0,0,01-04-2010,10468.85,01-01-2011
391826,46,0,6,0,25409,0.381,15,0,17583.58416,8529.37,16750,833.58,0,0,0,01-09-2009,15345.07,01-10-2012
391872,0,0,6,0,20732,0.96,22,0,20269.11043,11955.62,19200,1069.11,0,0,0,01-09-2009,18211.04,01-03-2015
391877,0,0,9,0,54855,0.108,23,0,9594.65891,8065.68,7999.99,1594.67,0,0,0,01-04-2012,278.33,01-01-2015
391887,0,0,6,0,33,0.002,14,0,5529.838881,5529.84,5000,529.84,0,0,0,01-03-2011,1612.52,01-03-2014
391892,0,0,14,0,3524,0.087,28,0,19411.9025,19051.4,17500,1911.9,0,0,0,01-07-2011,5322.37,01-08-2011
391904,0,0,8,0,5198,0.416,12,0,5343.886897,5017.32,4500,843.89,0,0,0,01-08-2011,1304.86,01-04-2014
391972,0,0,6,0,1575,0.219,31,0,8768.533358,8384.91,8000,768.53,0,0,0,01-08-2010,32.46,01-08-2010
391981,0,87,17,1,9246,0.856,32,0,23917.59834,23854.66,19000,4917.6,0,0,0,01-05-2012,6287.31,01-05-2016
391993,56,0,20,0,24214,0.68,41,0,7526.756983,6053.75,6000,1526.76,0,0,0,01-04-2012,211.46,01-03-2016
392011,0,0,4,0,1767,0.147,11,0,5743.032461,5743.03,5000,743.03,0,0,0,01-01-2012,648.84,01-02-2012
392017,0,0,11,0,12311,0.249,63,0,13513.3685,13513.37,12000,1513.37,0,0,0,01-02-2013,384.91,01-12-2014
392041,62,0,12,0,8762,0.319,32,0,14495.92993,7672.69,11999.99,2495.94,0,0,0,01-08-2011,3509.52,01-09-2013
392172,46,0,9,0,553,0.028,16,0,10368.8623,10087.73,8600,1768.86,0,0,0,01-11-2011,2245.45,01-11-2011
392195,0,0,8,0,16306,0.959,16,0,2256.538325,1861.64,2000,256.54,0,0,0,01-06-2010,2.28,01-02-2014
392210,0,0,4,0,2816,0.939,8,0,1980.366531,1980.37,1600,380.37,0,0,0,01-04-2012,66.89,01-04-2012
392287,0,0,4,0,752,0.279,7,0,2152.08,2056.37,1594.88,423.08,0,134.12,1.39,01-06-2010,144.43,01-11-2010
392293,0,0,9,0,51790,0.961,31,0,4710.15,3397.95,3215.33,1494.82,0,0,0,01-01-2010,524.34,01-05-2016
392323,42,0,12,0,15586,0.833,27,0,18691.4815,17778.72,14899.99,3791.49,0,0,0,01-08-2012,528.53,01-05-2016
392340,0,0,3,0,301,0.089,5,0,4634.902306,4342.28,4000,634.9,0,0,0,01-06-2010,2811.35,01-06-2010
392350,0,0,16,0,23518,0.329,34,0,21049.26021,14487.96,18000,3049.26,0,0,0,01-04-2011,7327.55,01-07-2014
392378,25,0,3,0,260,0.104,8,0,6272.246237,5836.65,5000,1272.25,0,0,0,01-04-2012,175.59,01-04-2012
392430,6,0,10,0,3173,0.062,18,0,26497.69718,1483.88,25000,1497.7,0,0,0,01-10-2009,23029.59,01-05-2012
392435,0,0,5,0,8534,0.293,10,0,11290.13396,7701.07,9000,2290.14,0,0,0,01-04-2012,315.88,01-04-2012
392513,0,0,4,0,4702,0.619,12,0,8304.399826,4854.38,7000,1304.4,0,0,0,01-07-2011,2450.62,01-06-2011
392575,33,0,4,0,2350,0.635,10,0,16453.54621,7959.73,13000,3453.55,0,0,0,01-04-2012,465.86,01-04-2012
392602,0,0,13,0,1074,0.039,25,0,10350.67163,10293.17,9000,1350.67,0,0,0,01-04-2012,319.7,01-04-2012
392622,26,0,6,0,2229,0.587,10,0,4144.695404,4144.7,4000,144.7,0,0,0,01-07-2009,3869.12,01-04-2014
392670,0,0,10,0,974,0.045,19,0,10520.71507,10152.49,10000,520.72,0,0,0,01-12-2009,8599.62,01-11-2015
392694,0,0,15,0,12125,0.693,28,0,12629.02339,12181.91,10000,2629.03,0,0,0,01-01-2012,1403.67,01-09-2012
392737,0,0,5,0,24030,0.829,11,0,25191.35212,23632.88,19999.99,5191.36,0,0,0,01-11-2012,725.31,01-11-2012
392748,0,0,3,0,5785,0.546,5,0,7093.34,5992.54,4931.27,2148.33,0,13.74,4.67,01-12-2010,354.7,01-05-2016
392751,50,0,13,0,165,0.025,31,0,0,0,0,0,0,0,0,,0,01-06-2009
392787,57,0,6,0,2287,0.476,9,0,1908.44,1908.44,537.31,236.26,0,1134.87,360.06,01-09-2010,54.82,01-05-2016
392788,0,0,13,0,22630,0.539,30,0,7027.587661,6622.35,6400,627.59,0,0,0,01-03-2010,5085.15,01-05-2016
392812,6,0,4,0,3230,0.103,4,0,9585.087493,4859.78,9000,585.09,0,0,0,01-11-2009,8052.28,01-10-2009
392814,0,0,19,0,22141,0.152,35,0,11280.99374,10948.15,10000,1280.99,0,0,0,01-05-2012,332.48,01-05-2015
392826,0,0,9,0,17649,0.581,18,0,16175.5098,15424.5,14000,2175.51,0,0,0,01-05-2012,472.95,01-09-2015
392880,0,0,11,0,8305,0.269,15,0,10995.44109,10656.45,9575,1420.44,0,0,0,01-10-2011,2407.57,01-10-2013
392887,19,0,13,0,25277,0.808,24,0,24644.75051,12024.09,19999.99,4644.76,0,0,0,01-05-2012,688.02,01-05-2012
392890,0,0,6,0,1223,0.066,12,0,3115.915535,3115.92,2775,340.92,0,0,0,01-05-2012,97.37,01-04-2016
392932,21,0,4,0,3437,0.904,13,0,4436.011981,3498.29,3600,836.01,0,0,0,01-05-2012,128.7,01-01-2015
392992,0,0,17,0,27662,0.734,41,0,18153.86072,12039.06,15000,3153.86,0,0,0,01-05-2012,507.95,01-04-2012
393075,0,0,5,0,1950,0.672,6,0,5182.855892,4912.29,4150,1032.86,0,0,0,01-05-2012,158.72,01-09-2015
393167,0,96,4,1,1,0,5,0,3887.171308,3860.18,3600,287.17,0,0,0,01-03-2010,551.14,01-02-2013
393171,0,0,5,0,635,0.423,6,0,286.24,286.24,137.92,64.07,0,84.25,0.82,01-07-2009,67.55,01-12-2009
393180,0,0,15,0,22875,0.86,31,0,12042.78875,7906.71,9600,2442.79,0,0,0,01-05-2012,338.99,01-04-2012
393228,0,0,6,0,9660,0.604,17,0,11553.89594,11241.85,10000,1553.9,0,0,0,01-05-2012,337.55,01-10-2015
393264,0,0,8,0,9287,0.279,20,0,8897.224038,8535.77,8000,897.22,0,0,0,01-07-2011,2687.13,01-08-2014
393287,0,0,8,0,24142,0.494,23,0,9200.608887,9056.85,8000,1200.61,0,0,0,01-05-2012,291.74,01-05-2016
393310,0,0,18,0,2415,0.143,24,0,7853.135642,5614.41,6600,1253.14,0,0,0,01-07-2011,1820.27,01-04-2015
393313,0,0,10,0,33850,0.579,32,0,11280.99334,10998.96,10000,1280.99,0,0,0,01-05-2012,333.45,01-03-2016
393361,0,0,6,0,6638,0.407,26,0,9525.663691,9049.38,9000,525.66,0,0,0,01-03-2011,70.3,01-03-2015
393379,0,0,3,0,64,0.012,4,0,3312.592074,3312.59,2750,562.59,0,0,0,01-02-2011,1398.09,01-05-2016
393387,8,0,9,0,24249,0.97,22,0,14303.18617,3218.24,12000,2303.19,0,0,0,01-10-2010,11.94,01-10-2010
393403,0,0,7,0,57033,0.298,27,0,10169.01446,9830.05,9000,1169.01,0,0,0,01-05-2012,580.34,01-05-2012
393419,0,0,7,0,0,0,8,0,1748.061852,1631.52,1500,233.06,15.00000001,0,0,01-05-2012,50.55,01-04-2012
393436,67,0,19,0,16146,0.544,54,0,4078.44,3874.18,2385.7,650.06,0,1042.68,60.5582,01-07-2011,117.14,01-12-2014
393440,0,0,4,0,1003,0.436,10,0,7151.734795,6734.02,6000,1151.74,0,0,0,01-02-2012,802.09,01-07-2015
393476,0,0,3,0,7699,0.694,10,0,1411.41,1164.38,993.56,417.85,0,0,0,01-01-2010,201.71,01-05-2016
393491,0,0,6,0,6593,0.559,12,0,8169.25155,7351,6600,1569.25,0,0,0,01-05-2012,259.49,01-05-2016
393601,12,0,9,0,4285,0.446,14,0,3746.596368,2801.41,3000,746.6,0,0,0,01-05-2012,112.4,01-05-2012
393617,0,0,4,0,5142,0.272,8,0,17212.84,16707.83,13013.22,3886.29,0,313.33,4.45,01-11-2011,25.75,01-03-2012
393640,0,0,3,0,168,0.56,4,0,4578.127538,4548.01,3800,778.13,0,0,0,01-05-2012,144.58,01-04-2012
393653,34,0,7,0,4072,0.238,12,0,7712.134648,6492.49,6400,1312.14,0,0,0,01-12-2011,1259.03,01-07-2015
393680,0,0,5,0,7722,0.821,6,0,15827.38332,6412.96,12450,3377.38,0,0,0,01-05-2012,445.86,01-07-2015
393690,57,0,6,0,1954,0.064,14,0,21745.48214,1250.59,20000,1745.48,0,0,0,01-02-2010,16367.28,01-02-2015
393734,0,0,15,0,36462,0.81,20,0,4698.342001,3948.76,4000,698.34,0,0,0,01-04-2011,1756.72,01-08-2012
393791,0,0,8,0,14191,0.612,25,0,21686.0411,12074.55,18000,3686.04,0,0,0,01-05-2012,622.21,01-10-2015
393800,0,0,6,0,1060,0.086,9,0,4023.478548,4023.48,3600,423.48,0,0,0,01-05-2012,126.65,01-01-2014
393839,0,0,11,0,4487,0.111,16,0,6467.828919,6440.88,6000,467.83,0,0,0,01-07-2010,4028.97,01-03-2016
393847,0,0,11,0,14439,0.322,20,0,10148.11946,8261.17,8500,1648.12,0,0,0,01-05-2012,309.77,01-04-2012
393852,0,0,9,0,36192,0.846,19,0,1044.94,1044.94,776.98,230.42,0,37.54,0.45,01-01-2011,50.58,01-06-2011
393966,0,0,9,0,11,0.001,16,0,1284.61,1284.61,582.06,503.72,0,198.83,2,01-03-2010,191.39,01-07-2010
394254,59,0,7,0,9985,0.523,14,0,11699.94984,11436.7,10000,1699.95,0,0,0,01-03-2011,4384.98,01-02-2013
394284,0,0,10,0,14324,0.534,15,0,9813.693207,6806.62,8000,1813.69,0,0,0,01-05-2012,278.53,01-05-2012
394291,37,0,6,0,15198,0.84,15,0,1856.604515,1779.76,1500,356.6,0,0,0,01-05-2012,65.21,01-11-2013
394295,47,0,7,0,10,0.001,31,0,17330.87697,15392.6,15000,2330.88,0,0,0,01-05-2012,506.07,01-05-2012
394329,39,0,11,0,39502,0.876,19,0,5075.674316,5011.83,3975,1100.67,0,0,0,01-05-2012,152.06,01-04-2012
394333,50,0,9,0,9483,0.578,20,0,18153.82064,9459.21,15000,3153.82,0,0,0,01-05-2012,506.66,01-05-2012
394342,0,0,9,0,28962,0.669,24,0,10695.47112,10385.87,9500,1195.47,0,0,0,01-02-2011,4605.77,01-05-2016
394381,0,0,4,0,1410,0.671,5,0,4506.520561,4224.86,4000,491.52,15,0,0,01-05-2012,142.03,01-05-2012
394415,0,0,9,0,6039,0.281,10,0,3960.820192,2841.73,3200,760.82,0,0,0,01-05-2012,122.62,01-04-2012
394426,64,0,13,0,11660,0.67,17,0,13310.33832,9455.89,12000,1310.34,0,0,0,01-02-2010,9938.98,01-01-2010
394458,0,0,12,0,9642,0.3,22,0,15498.31845,14981.7,15000,498.32,0,0,0,01-10-2009,6511.28,01-10-2009
394495,0,0,8,0,3106,0.314,19,0,1128.083126,1128.08,1000,128.08,0,0,0,01-05-2012,33.92,01-04-2012
394523,0,0,6,0,0,0,31,0,6310.456113,5612.5,5600,710.46,0,0,0,01-02-2012,18.58,01-02-2012
394696,0,0,7,0,19817,0.614,32,0,14416.01075,12906.55,12000,2396.02,19.98999995,0,0,01-06-2012,21.52,01-05-2016
394768,0,88,12,1,9630,0.366,19,0,11743.62004,8488.92,9800,1943.62,0,0,0,01-03-2012,981.67,01-03-2012
394797,74,0,3,0,1621,0.405,6,0,8872.077225,4755.27,7199.98,1672.1,0,0,0,01-05-2012,253.56,01-05-2012
394840,0,0,9,0,3391,0.062,18,0,7640.967238,7349.38,6400,1240.97,0,0,0,01-05-2012,251.26,01-03-2016
394873,0,0,10,0,12454,0.298,29,0,6584.662906,6310.3,6000,584.66,0,0,0,01-12-2010,3204.01,01-07-2014
394882,0,0,4,0,53059,0.899,35,0,3920.448906,2352.27,3500,420.45,0,0,0,01-07-2010,2407.07,01-07-2010
394884,4,0,13,0,12403,0.398,35,0,11457.96178,3007.72,10000,1457.96,0,0,0,01-07-2010,6971.47,01-03-2015
394898,0,0,6,0,695,0.082,8,0,5614.27944,5558.14,5000,614.28,0,0,0,01-05-2012,194.01,01-06-2013
394930,63,0,6,0,6383,0.487,13,0,9818.099492,9180.32,8200,1618.1,0,0,0,01-02-2012,1085.93,01-02-2012
395073,51,0,4,0,2596,0.125,13,0,3928.813429,3912.66,3200,728.81,0,0,0,01-08-2012,331.04,01-05-2016
395081,78,0,10,0,10638,0.618,26,0,9430.861975,628.72,7500,1930.86,0,0,0,01-12-2011,3019.19,01-12-2011
395093,0,0,3,0,1716,0.715,4,0,1488.9508,1488.95,1200,288.95,0,0,0,01-02-2012,165.96,01-09-2015
395097,0,0,9,0,1838,0.735,11,0,3066.782545,3066.78,2500,566.78,0,0,0,01-05-2012,90.74,01-01-2016
395115,0,0,15,0,56153,0.443,43,0,11500.78786,11012,10000,1500.79,0,0,0,01-05-2012,362.32,01-05-2016
395125,0,0,7,0,9172,0.447,11,0,10333.59909,6504.52,8500,1833.6,0,0,0,01-05-2012,298.78,01-09-2012
395179,0,0,13,0,22713,0.431,17,0,7294.250504,4250.88,5999.99,1294.26,0,0,0,01-05-2012,207.64,01-02-2016
395180,0,101,8,1,2533,0.384,19,0,1209.191527,1209.19,1000,209.19,0,0,0,01-03-2012,100.48,01-04-2013
395185,34,0,4,0,1870,0.055,5,0,3450.188209,3450.19,3000,450.19,0,0,0,01-05-2012,111,01-05-2012
395220,73,0,11,0,7926,0.498,15,0,6733.590493,4868.48,6000,733.59,0,0,0,01-03-2012,572.78,01-11-2012
395226,0,0,13,0,12269,0.193,23,0,9024.79774,8522.7,8000,1024.8,0,0,0,01-05-2012,262.66,01-05-2012
395230,0,0,8,0,7828,0.239,16,0,6535.459155,5085.79,5400,1135.46,0,0,0,01-05-2012,184.52,01-03-2014
395243,0,0,6,0,475,0.124,12,0,9240.160165,9128.16,8250,990.16,0,0,0,01-09-2013,285.54,01-11-2015
395272,13,0,7,0,8081,0.581,13,0,10970.67816,6161.7,9000,1970.68,0,0,0,01-02-2012,1208.37,01-05-2016
395277,0,0,5,0,3845,0.256,14,0,8911.453242,8187.4,8000,911.45,0,0,0,01-12-2010,4326.93,01-02-2015
395295,0,0,8,0,11774,0.444,18,0,17989.96911,10840,15000,2989.97,0,0,0,01-05-2012,508.78,01-05-2016
395348,0,111,9,1,21438,0.906,15,0,3137.41,1000.52,1880.01,971.29,0,286.11,2.96,01-03-2010,285.66,01-03-2016
395353,0,0,8,0,6576,0.252,20,0,5503.989322,5228.79,5000,503.99,0,0,0,01-02-2011,12.51,01-01-2011
395514,6,99,6,1,10311,0.889,6,0,6930.367753,3895.07,5500,1430.37,0,0,0,01-05-2012,199.49,01-05-2012
395539,59,0,9,0,6419,0.455,10,0,7140.076382,6791.07,5800,1340.08,0,0,0,01-03-2012,600.42,01-06-2015
395540,0,0,10,0,0,0,33,0,20203.95,6945.38,20000,203.95,0,0,0,01-06-2009,20204.48,01-05-2009
395560,0,0,5,0,22099,0.847,8,0,21559.80609,11286.1,18000,3559.81,0,0,0,01-09-2011,5224.25,01-09-2011
